Year,Geography,Measure type,Annual Mean Temperature,Unit of Measure
1898,Northern Ireland trend,Annual Mean Temperature,8.40197841,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2008,UK trend,Annual Mean Temperature,9.218450068,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2019,UK trend,Annual Mean Temperature,9.308570487,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1909,England,Annual Mean Temperature,8.169686329,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2009,UK trend,Annual Mean Temperature,9.222091302,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1919,England,Annual Mean Temperature,8.10083874,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1908,England,Annual Mean Temperature,8.855317732,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1910,Northern Ireland trend,Annual Mean Temperature,8.215509445,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1970,Scotland,Annual Mean Temperature,6.866887918,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1921,Northern Ireland trend,Annual Mean Temperature,8.296057581,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2013,England trend,Annual Mean Temperature,10.10888546,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1932,Northern Ireland trend,Annual Mean Temperature,8.471549892,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1981,Scotland,Annual Mean Temperature,6.725755342,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1943,Northern Ireland trend,Annual Mean Temperature,8.68031389,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2002,England trend,Annual Mean Temperature,9.94747612,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1992,Scotland,Annual Mean Temperature,7.282108333,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1954,Northern Ireland trend,Annual Mean Temperature,8.652046232,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1893,Scotland,Annual Mean Temperature,7.428526164,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1910,UK trend,Annual Mean Temperature,8.160540678,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1965,Northern Ireland trend,Annual Mean Temperature,8.451531211,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1976,Northern Ireland trend,Annual Mean Temperature,8.443557344,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1921,UK trend,Annual Mean Temperature,8.198153923,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1909,Scotland trend,Annual Mean Temperature,6.881838331,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1987,Northern Ireland trend,Annual Mean Temperature,8.60436934,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1932,UK trend,Annual Mean Temperature,8.353540386,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1943,UK trend,Annual Mean Temperature,8.477699578,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1998,Northern Ireland trend,Annual Mean Temperature,9.064541979,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1888,Northern Ireland trend,Annual Mean Temperature,8.317147522,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1954,UK trend,Annual Mean Temperature,8.40366125,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1989,Wales,Annual Mean Temperature,9.584629753,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1965,UK trend,Annual Mean Temperature,8.260630801,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1899,Northern Ireland trend,Annual Mean Temperature,8.392793258,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1978,Wales,Annual Mean Temperature,8.549797918,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1976,UK trend,Annual Mean Temperature,8.321983953,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1967,Wales,Annual Mean Temperature,8.707663178,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1987,UK trend,Annual Mean Temperature,8.5246171,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1892,England trend,Annual Mean Temperature,8.563903909,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1956,Wales,Annual Mean Temperature,8.232854754,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1998,UK trend,Annual Mean Temperature,9.020059916,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1888,UK trend,Annual Mean Temperature,7.811964439,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1945,Wales,Annual Mean Temperature,9.309750384,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1934,Wales,Annual Mean Temperature,9.066392027,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1991,England trend,Annual Mean Temperature,9.489803213,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2003,Scotland,Annual Mean Temperature,8.181040795,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1899,UK trend,Annual Mean Temperature,8.097208684,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1980,England trend,Annual Mean Temperature,9.101835333,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1923,Wales,Annual Mean Temperature,8.431873726,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2014,Scotland,Annual Mean Temperature,8.427405808,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1912,Wales,Annual Mean Temperature,8.604921503,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1901,Wales,Annual Mean Temperature,8.268044959,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2009,Northern Ireland trend,Annual Mean Temperature,9.195911867,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1999,UK trend,Annual Mean Temperature,9.054558871,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1988,Wales,Annual Mean Temperature,9.002196038,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1977,Wales,Annual Mean Temperature,8.658387781,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1889,UK trend,Annual Mean Temperature,7.836965844,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2004,Scotland,Annual Mean Temperature,8.094919399,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1966,Wales,Annual Mean Temperature,8.620332658,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2015,Scotland,Annual Mean Temperature,7.561184932,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1955,Wales,Annual Mean Temperature,8.628066603,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1944,Wales,Annual Mean Temperature,8.816116503,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,Northern Ireland trend,Annual Mean Temperature,8.380699035,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1933,Wales,Annual Mean Temperature,8.856530027,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,Northern Ireland trend,Annual Mean Temperature,8.209994618,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,Wales,Annual Mean Temperature,7.962067726,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,Northern Ireland trend,Annual Mean Temperature,8.307737306,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,Wales,Annual Mean Temperature,9.243699644,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1933,Northern Ireland trend,Annual Mean Temperature,8.492552526,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1944,Northern Ireland trend,Annual Mean Temperature,8.695011254,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,Wales,Annual Mean Temperature,8.527921836,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1955,Northern Ireland trend,Annual Mean Temperature,8.635269227,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1966,Northern Ireland trend,Annual Mean Temperature,8.446588946,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1977,Northern Ireland trend,Annual Mean Temperature,8.449483289,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1988,Northern Ireland trend,Annual Mean Temperature,8.643832174,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1999,Northern Ireland trend,Annual Mean Temperature,9.095399924,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1889,Northern Ireland trend,Annual Mean Temperature,8.332322101,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1929,England,Annual Mean Temperature,8.632110164,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1918,England,Annual Mean Temperature,9.091086822,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1907,England,Annual Mean Temperature,8.507547342,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2012,England trend,Annual Mean Temperature,10.08871991,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
2001,England trend,Annual Mean Temperature,9.922072505,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1960,Scotland,Annual Mean Temperature,7.236362432,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1971,Scotland,Annual Mean Temperature,7.628891425,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1982,Scotland,Annual Mean Temperature,7.268969863,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1993,Scotland,Annual Mean Temperature,6.869542493,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1900,UK trend,Annual Mean Temperature,8.114824294,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1911,UK trend,Annual Mean Temperature,8.164070776,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1894,Scotland,Annual Mean Temperature,6.95645811,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1922,UK trend,Annual Mean Temperature,8.202949774,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1933,UK trend,Annual Mean Temperature,8.373593283,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1891,England trend,Annual Mean Temperature,8.53066948,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1944,UK trend,Annual Mean Temperature,8.483649917,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1955,UK trend,Annual Mean Temperature,8.389725816,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1966,UK trend,Annual Mean Temperature,8.264558582,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1990,England trend,Annual Mean Temperature,9.445690641,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1889,Wales,Annual Mean Temperature,8.156154849,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1977,UK trend,Annual Mean Temperature,8.332733409,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1999,Wales,Annual Mean Temperature,9.749395315,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1988,UK trend,Annual Mean Temperature,8.569681605,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1895,Scotland,Annual Mean Temperature,6.203659096,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1923,Northern Ireland trend,Annual Mean Temperature,8.320578562,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1912,UK trend,Annual Mean Temperature,8.164153228,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1934,Northern Ireland trend,Annual Mean Temperature,8.511865202,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1923,UK trend,Annual Mean Temperature,8.211762715,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
1945,Northern Ireland trend,Annual Mean Temperature,8.709488915,http://gss-data.org.uk/def/climate-change/concept/measurement-unit/degrees-centigrade
